,Unnamed: 0,Top ten entry date,Single,Artist(s),Peak,Peak date,Weeks in top ten,Spotify id
4722,4722,December 24,Bad Things,Machine Gun Kelly and Camila Cabello,4,February 11,10,1PSBzsahR2AKwLJgx8ehBj
4723,4723,December 31,I Don't Wanna Live Forever,Zayn and Taylor Swift,2,March 4,12,55n9yjI6qqXh5F2mYvUc2y
4724,4724,January 14,Bad and Boujee,Migos featuring Lil Uzi Vert,1,January 21,14,0M9ydKzuF3oZTfYYPfaGX1
4725,4725,January 28,Shape of You,Ed Sheeran,1,January 28,33,7qiZfU4dY1lWllzX7mPBI3
4726,4726,January 28,Castle on the Hill,6,January 28,1,[12],5rdZDZ5J6TjpxUrU5X2TD2
4727,4727,February 4,Paris,The Chainsmokers,6,March 11,10,72jbDTw1piOOj770jWNeaG
4728,4728,February 11,Scars to Your Beautiful,Alessia Cara,8,February 25,3,0wI7QkCcs8FUQE1OkXUIqd
4729,4729,February 25,Million Reasons,Lady Gaga,4,February 25,1,7dZ1Odmx9jWIweQSatnRqo
4730,4730,February 25,Bounce Back,Big Sean,6,February 25,5,0SGkqnVQo9KPytSri1H6cF
4731,4731,March 4,Chained to the Rhythm,Katy Perry featuring Skip Marley,4,March 4,2,0nokRw9neYvmvnl9oOlhCN
4732,4732,March 4,That's What I Like,Bruno Mars,1,May 13,28,0KKkJNfGyhkQ5aFogxQAPU
4733,4733,March 4,Love on the Brain,Rihanna,5,March 25,5,5oO3drDxtziYU2H1X23ZIp
4734,4734,March 4,I Feel It Coming,The Weeknd featuring Daft Punk,4,April 15,5,3dhjNA0jGA8vHBQ1VdD6vV
4735,4735,March 18,Something Just Like This,The Chainsmokers and Coldplay,3,April 15,17,6RUKPb4LETWmmr3iAEQktW
4736,4736,March 18,Tunnel Vision,Kodak Black,6,March 25,6,4Q3N4Ct4zCuIHuZ65E3BD4
4737,4737,March 25,Rockabye,Clean Bandit featuring Sean Paul and Anne-Marie,9,March 25,2,5knuzwU65gJK7IF5yJsuaW
4738,4738,April 1,iSpy,Kyle featuring Lil Yachty,4,April 22,8,2EEeOnHehOozLq4aS0n6SL
4739,4739,April 8,Passionfruit,Drake,8,April 8,2,5mCPDVBb16L4XQwDdbRUpz
4740,4740,April 8,Portland,Drake featuring Quavo and Travis Scott,9,April 8,1,2bjwRfXMk4uRgOD9IBYl9h
4741,4741,April 22,Humble,Kendrick Lamar,1,May 6,15,7KXjTSCq5nL1LoYtL7XAwS
4742,4742,April 22,Body Like a Back Road,Sam Hunt,6,April 22,8,7FpBQ067pHB67deawpbbcY
4743,4743,April 29,Sign of the Times,Harry Styles,4,April 29,1,5Ohxk2dO5COHF1krpoPigN
4744,4744,April 29,Mask Off,Future,5,May 6,12,0VgkVdmE4gld66l8iyGjgx
4745,4745,April 29,XO Tour Llif3,Lil Uzi Vert,7,June 24,10,7GX5flRQZVHRAGd6B4TmDO
4746,4746,May 6,DNA,Kendrick Lamar,4,May 6,2,6HZILIRieu8S0iqY8kIKhj
4747,4747,May 6,Stay,Zedd and Alessia Cara,7,May 6,8,6uBhi9gBXWjanegOb2Phh0
4748,4748,May 6,Despacito,Luis Fonsi and Daddy Yankee featuring Justin Bieber,1,May 27,25,6habFhsOp2NvshLv26DqMb
4749,4749,May 13,It Ain't Me,Kygo and Selena Gomez,10,May 13,3,12GEpg2XOPyqk03JZEZnJs
4750,4750,May 20,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",1,May 20,15,608a1wIsSd5KzMEqm1O7w3
4751,4751,June 3,Malibu,Miley Cyrus,10,June 3,1,1UZOjK1BwmwWU14Erba9CZ
4752,4752,June 17,Congratulations,Post Malone featuring Quavo,8,July 8,6,3a1lNhkSLSkpJE4MSHpDu9
4753,4753,July 8,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller,2,July 29,13,45XhKYRRkyeqoW3teSOkCM
4754,4754,July 15,Believer,Imagine Dragons,4,August 26,14,0pqnGHJpmpxLKifKRmU6WP
4755,4755,July 22,Unforgettable,French Montana featuring Swae Lee,3,August 19,16,3B54sVLJ402zGa6Xm4YGNe
4756,4756,July 29,There's Nothing Holdin' Me Back,Shawn Mendes,6,August 26,10,7JJmb5XwzOO8jgpou264Ml
4757,4757,August 5,Attention,Charlie Puth,5,August 26,10,5cF0dROlMOK5uNZtivgu50
4758,4758,August 26,Bodak Yellow,Cardi B,1,October 7,20,6KBYefIoo7KydImq1uUQlL
4759,4759,September 9,Rake It Up,Yo Gotti featuring Nicki Minaj,8,October 7,3,4knL4iPxPOZjQzTUlELGSY
4760,4760,September 16,Look What You Made Me Do,Taylor Swift,1,September 16,8,1P17dC1amhFzptugyAO7Il
4761,4761,September 16,1-800-273-8255,Logic featuring Alessia Cara and Khalid,3,September 30,12,5tz69p7tJuGPeMGwNTxYuV
4762,4762,September 16,Strip That Down,Liam Payne featuring Quavo,10,September 16,1,4Ro98RCK90oHqqSZUnTFq5
4763,4763,September 23,...Ready for It?,Taylor Swift,4,September 23,1,2yLa0QULdQr0qAIvVwN6B5
4764,4764,September 30,Too Good at Goodbyes,Sam Smith,4,November 25,16,1mXVgsBdtIVeCLJnSnmtdV
4765,4765,October 7,Rockstar,Post Malone featuring 21 Savage,1,October 28,25,0e7ipj03S05BNilyu5bRzt
4766,4766,October 7,Feel It Still,Portugal. The Man,4,November 4,11,6QgjcU0zLnzq5OrUoSZ3OK
4767,4767,October 14,Sorry Not Sorry,Demi Lovato,6,November 11,7,0yvPEnB032fojLfVluFjUv
4768,4768,October 21,Mi Gente,J Balvin and Willy William featuring Beyoncé,3,October 21,7,7COfe3P7KgfwDwIRB8LIDw
4769,4769,October 21,Thunder,Imagine Dragons,4,December 2,18,1zB4vmk8tFRmM9UULNzbLB
4770,4770,November 11,Perfect,Ed Sheeran1,1,December 23,27,0tgVpDi06FyKpA1z0VMD4v
4771,4771,November 18,Gucci Gang,Lil Pump,3,December 2,9,43ZyHQITOjhciSUUNPVRHc
4772,4772,November 25,What Lovers Do,Maroon 5 featuring SZA,9,November 25,4,2j5hsQvApottzvTn4pFJWF
4773,4773,December 30,MotorSport,"Migos, Nicki Minaj, and Cardi B",6,December 30,7,4wFjTWCunQFKtukqrNijEt
4774,4774,November 11,Havana,Camila Cabello featuring Young Thug,1,January 27,23,1rfofaqEpACxVEHIZBJe6W
4775,4775,December 16,No Limit,G-Eazy featuring ASAP Rocky and Cardi B,4,January 6,9,2DQ1ITjI0YoLFzuADN1ZBW
4776,4776,December 23,Bad at Love,Halsey,5,January 27,10,7y9iMe8SOB6z3NoHE2OfXl
4777,4777,January 20,Finesse,Bruno Mars and Cardi B,3,January 20,14,3Vo4wInECJQuz9BIBMOu8i
4778,4778,January 20,Filthy,Justin Timberlake,9,January 20,1,5ZpjODX6OH1xZs3AOewTO6
4779,4779,January 27,New Rules,Dua Lipa,6,February 17,5,2ekn2ttSfGqwhhate0LSR0
4780,4780,February 3,God's Plan,Drake,1,February 3,26,6DCZcSspjsKoFjzjrWoCdn
4781,4781,February 3,Diplomatic Immunity,7,February 3,1,[8],N
4782,4782,February 10,Say Something,Justin Timberlake featuring Chris Stapleton,9,February 10,1,1LhMopPAallLeaeNutqbgS
4783,4783,February 17,Pray for Me,The Weeknd and Kendrick Lamar,7,February 17,6,6huNf4dutXRjJyGn7f5BPS
4784,4784,February 17,Stir Fry,Migos,8,February 17,4,2UVbBKQOdFAekPTRsnkzcf
4785,4785,February 17,Meant to Be,Bebe Rexha and Florida Georgia Line,2,March 31,19,7iDa6hUg2VgEL1o1HjmfBn
4786,4786,February 24,Look Alive,BlocBoy JB featuring Drake,5,March 3,13,6HJ34Zyw6bg8yGm28AxLXf
4787,4787,February 24,All the Stars,Kendrick Lamar and SZA,7,March 3,4,3GCdLUSnKSMJhs4Tj6CV3s
4788,4788,March 10,Psycho,Post Malone featuring Ty Dolla Sign,1,June 16,21,3swc6WTsr7rl9DqQKQA55C
4789,4789,March 17,The Middle,"Zedd, Maren Morris and Grey",5,April 28,16,09IStsImFySgyp0pIQdqAc
4790,4790,March 31,Sad!,XXXTentacion,1,June 30,6,3ee8Jmje8o58CHK66QrVC2
4791,4791,March 31,Freaky Friday,Lil Dicky featuring Chris Brown,8,April 7,5,10Igtw8bSDyyFs7KIsKngZ
4792,4792,April 14,Call Out My Name,The Weeknd,4,April 14,1,09mEdoA6zrmBPgTEN5qXmN
4793,4793,April 14,Walk It Talk It,Migos featuring Drake,10,April 14,1,6n4U3TlzUGhdSFbUUhTvLP
4794,4794,April 21,Nice for What,Drake,1,April 21,17,3CA9pLiwRIGtUBiMjbZmRw
4795,4795,April 21,I Like It,"Cardi B, Bad Bunny and J Balvin",1,July 7,21,58q2HKrzhC3ozto2nDdN4z
4796,4796,April 28,Chun-Li,Nicki Minaj,10,April 28,1,1e4rwBPVI32vZtTJu7mJ4J
4797,4797,May 5,No Tears Left to Cry,Ariana Grande,3,May 5,12,2qT1uLXPVPzGgFOx4jtEuo
4798,4798,May 5,ATM,J. Cole,6,May 5,1,2UciqgwVDwro0fev3MFbxJ
4799,4799,May 5,Kevin's Heart,8,May 5,1,[22],0XQQybrEyaGbkG6TQaxisG
4800,4800,May 5,KOD,10,May 5,1,[22],3XLsUQiZWIgSG9iS7eFBQl
4801,4801,May 12,Never Be the Same,Camila Cabello,6,May 12,3,4eWQlBRaTjPPUlzacqEeoQ
4802,4802,May 12,Better Now,Post Malone,3,October 6,19,7dt6x5M1jzdTEt8oCbisTK
4803,4803,May 19,This Is America,Childish Gambino,1,May 19,5,0b9oOr2ZgvyQu88wzixux9
4804,4804,June 2,Yes Indeed,Lil Baby and Drake,6,June 2,2,6vN77lE9LK6HP2DewaN6HZ
4805,4805,June 2,Boo'd Up,Ella Mai,5,July 21,12,0At2qAoaVjIwWNAqrscXli
4806,4806,June 2,Fake Love,BTS,10,June 2,1,6m1TWFMeon7ai9XLOzdbiR
4807,4807,June 16,Girls Like You,Maroon 5 featuring Cardi B,1,September 29,33,6V1bu6o1Yo5ZXnsCJU8Ovk
4808,4808,June 16,Yikes,Kanye West,8,June 16,1,1qsHYUd2c1wFGcn7e63QmG
4809,4809,June 16,Lucid Dreams,Juice Wrld,2,October 6,26,285pBltuF7vW8TeWk8hdRR
4810,4810,July 14,Nonstop,Drake,2,July 14,1,0TlLq3lA83rQOYtrqBqSct
4811,4811,July 14,In My Feelings,1,July 21,14,[29][27],4DHMMEUJVfUYTQTElFS2vn
4812,4812,July 14,I'm Upset,7,July 14,1,[29],1BmcHnnAgMiBUU53tQUzZd
4813,4813,July 14,Emotionless,8,July 14,1,[29],1F3rLV6T6YTWKUdWXTcsbR
4814,4814,July 14,Don't Matter to Me,Drake featuring Michael Jackson,9,July 14,1,6G8kHiVZ1jW7vHMPVRNZU0
4815,4815,August 4,Fefe,6ix9ine featuring Nicki Minaj and Murda Beatz,3,August 11,11,1M6SuEJZJkZf2S419vIPkB
4816,4816,August 4,Taste,Tyga featuring Offset,8,August 25,8,2toVe5hfuIi97ytDPDbQFt
4817,4817,August 11,No Brainer,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",5,August 11,2,5WvAo7DNuPRmk4APhdPzi8
4818,4818,August 18,Sicko Mode,Travis Scott,1,December 8,32,2xLMifQCjDGFmkHkpNLD9h
4819,4819,August 18,Stargazing,8,August 18,1,[33],1GJ1Ob9sPhCfwqLRRucd16
4820,4820,September 1,God Is a Woman,Ariana Grande,8,September 1,2,5OCJzvD7sykQEKHH7qAC3C
4821,4821,September 8,Love Lies,Khalid and Normani,9,September 8,3,45Egmo7icyopuzJN0oMEdk
4822,4822,September 15,Lucky You,Eminem featuring Joyner Lucas,6,September 15,1,60SdxE8apGAxMiRrpbmLY0
4823,4823,September 15,The Ringer,Eminem,8,September 15,1,2jt2WxXMCD4zjACthkJQVE
4824,4824,September 22,I Love It,Kanye West and Lil Pump,6,September 22,3,4S8d14HvHb70ImctNgVzQQ
4825,4825,September 29,Killshot,Eminem,3,September 29,2,1jo3TwNGCXfNdB5uba3ZVv
4826,4826,September 29,Youngblood,5 Seconds of Summer,7,October 20,7,2iUXsYOEPhVqEBwsqP70rE
4827,4827,October 13,Mona Lisa,Lil Wayne featuring Kendrick Lamar,2,October 13,1,0dbTQYW3Ad1FTzIA9t90E8
4828,4828,October 13,Don't Cry,Lil Wayne featuring XXXTentacion,5,October 13,1,5BQrp63SHCVf4bzCzJePne
4829,4829,October 13,Uproar,Lil Wayne,7,October 13,1,3wScL5W8H40zzCKN0atfBk
4830,4830,October 13,Let It Fly,Lil Wayne featuring Travis Scott,10,October 13,1,0CBQ0m3mufWH75LTYB3s6h
4831,4831,October 20,Drip Too Hard,Lil Baby and Gunna,4,October 20,15,78QR3Wp35dqAhFEc2qAGjE
4832,4832,October 27,Zeze,Kodak Black featuring Travis Scott and Offset,2,October 27,13,0FZ4Dmg8jJJAPJnvBIzD9z
4833,4833,October 27,Mia,Bad Bunny featuring Drake,5,October 27,1,3gE4eQH3K83Sght0ZLvuBK
4834,4834,November 10,Mo Bamba,Sheck Wes,6,December 8,6,1xzBco0xcoJEDXktl7Jxrr
4835,4835,November 17,"Thank U, Next",Ariana Grande,1,November 17,17,3e9HZxeyfWwjeyPAMmWSSQ
4836,4836,December 15,Going Bad,Meek Mill featuring Drake,6,December 15,2,2IRZnDFmlqMuOrYOLnZZyc
4837,4837,October 20,Shallow,Lady Gaga and Bradley Cooper,1,March 9,7,2VxeLyX666F8uXCJ0dZF8B
4838,4838,October 20,Happier,Marshmello and Bastille,2,February 16,27,2dpaYNEQHiRxtZbfNsse99
4839,4839,November 3,Sunflower,Post Malone and Swae Lee,1,January 19,33,3KkXRkHbMCARz0aVfEt68P
4840,4840,November 10,Without Me,Halsey,1,January 12,29,6FZDfxM3a3UCqtzo5pxSLZ
4841,4841,November 24,High Hopes,Panic! at the Disco,4,January 26,15,1rqqCSm0Qe4I9rUvWncaom
4842,4842,January 19,Eastside,"Benny Blanco, Halsey and Khalid",9,January 19,2,7FGq80cy8juXBCD2nrqdWU
4843,4843,January 26,Wow,Post Malone,2,April 6,24,7xQAfvXzm3AkraOtGPWIZg
4844,4844,February 2,7 Rings,Ariana Grande,1,February 2,16,6ocbgoVGwYJhOv1GgI9NsF
4845,4845,February 9,Middle Child,J. Cole,4,February 9,10,2JvzF1RMd7lE3KmFlsyZD8
4846,4846,February 23,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,2,February 23,2,4kV4N9D1iKVxx1KLvtTpjS
4847,4847,March 2,Please Me,Cardi B and Bruno Mars,3,March 16,8,0PG9fbaaHFHfre2gUVo7AN
4848,4848,March 9,Thotiana,Blueface,8,April 6,2,5GBuCHuPKx6UC7VsSPK0t3
4849,4849,March 16,Sucker,Jonas Brothers,1,March 16,22,22vgEDb5hykfaTwLuskFGD
4850,4850,April 13,Old Town Road,Lil Nas X featuring Billy Ray Cyrus1,1,April 13,26,2YpeDb67231RjR0MgVLzsG
4851,4851,April 13,Bad Guy,Billie Eilish,1,August 24,30,2Fxmhks0bxGSBdJ92vM42m
4852,4852,April 20,Better,Khalid,8,April 20,1,6zeeWid2sgw4lap2jV61PZ
4853,4853,April 27,Dancing with a Stranger,Sam Smith and Normani,7,April 27,8,6Qs4SXO9dwPj5GKvVOv8Ki
4854,4854,April 27,Boy with Luv,BTS featuring Halsey,8,April 27,1,4a9tbd947vo9K8Vti9JwcI
4855,4855,May 4,Talk,Khalid,3,June 8,19,6TqXcAFInzjp0bODyvrWEq
4856,4856,May 11,Me!,Taylor Swift featuring Brendon Urie,2,May 11,4,1R0a2iXumgCiFb7HEZ7gUE
4857,4857,May 18,If I Can't Have You,Shawn Mendes,2,May 18,4,2bT1PH7Cw3J9p3t7nlXCdh
4858,4858,May 18,Homicide,Logic featuring Eminem,5,May 18,1,7M2tXmeS15NAzEn7ABFeBg
4859,4859,May 25,I Don't Care,Ed Sheeran and Justin Bieber,2,May 25,17,1IAtb2MHaGj4VNsuGN4KKc
4860,4860,June 1,Sweet but Psycho,Ava Max,10,June 1,3,7DnAm9FOTWE3cUvso43HhI
4861,4861,June 8,Suge,DaBaby,7,July 6,7,2gwkD6igEhQbDQegRCcdoB
4862,4862,June 22,No Guidance,Chris Brown featuring Drake,5,October 5,23,6XHVuErjQ4XNm6nDPVCxVX
4863,4863,June 29,You Need to Calm Down,Taylor Swift,2,June 29,2,6RRNNciQGZEXnqk8SQ9yv5
4864,4864,June 29,Money in the Grave,Drake featuring Rick Ross,7,June 29,2,5ry2OE6R2zPQFDO85XkgRb
4865,4865,July 6,Señorita,Shawn Mendes and Camila Cabello,1,August 31,23,6v3KW9xbzN5yKLt9YKDYA2
4866,4866,July 13,Truth Hurts,Lizzo,1,September 7,22,3HWzoMvoF3TQfYg4UPszDq
4867,4867,July 20,Goodbyes,Post Malone featuring Young Thug,3,July 20,12,0t3ZvGKlmYmVsDzBJAXK8C
4868,4868,August 10,Ransom,Lil Tecca,4,September 14,13,1lOe9qE0vR9zwWQAOk6CoO
4869,4869,August 17,Boyfriend,Ariana Grande and Social House,8,August 17,1,0Ryd8975WihbObpp5cPW1t
4870,4870,September 7,Lover,Taylor Swift,10,September 7,1,1BxfuPKGuaTgP7aM0Bbdwr
4871,4871,September 14,Circles,Post Malone,1,November 30,39,21jGcNKet2qwijlDFuPiPb
4872,4872,September 21,Take What You Want,Post Malone featuring Ozzy Osbourne and Travis Scott,8,September 21,1,7CZyCXKG6d5ALeq41sLzbw
4873,4873,September 21,Someone You Loved,Lewis Capaldi,1,November 2,27,7qEHsqek33rTcFNT9PFqLf
4874,4874,September 28,Panini,Lil Nas X,5,September 28,9,1000nHvUdawXuUHgBod4Wv
4875,4875,October 19,Highest in the Room,Travis Scott,1,October 19,4,3eekarcy7kvN4yt5ZFzltW
4876,4876,October 19,"10,000 Hours",Dan + Shay and Justin Bieber,4,October 19,14,2wrJq5XKLnmhRXHIAf9xBa
4877,4877,October 26,Bandit,Juice Wrld and YoungBoy Never Broke Again,10,October 26,1,6Gg1gjgKi2AK4e0qzsR7sd
4878,4878,November 9,Lose You to Love Me,Selena Gomez,1,November 9,10,4l0Mvzj72xxOpRrp6h8nHi
4879,4879,November 9,Good as Hell,Lizzo,3,November 30,11,6KgBpzTuTRPebChN0VTyzV
4880,4880,November 9,Follow God,Kanye West,7,November 9,1,2QpGZOhTCHHiKmpSO9FW4h
4881,4881,November 30,Everything I Wanted,Billie Eilish,8,November 30,8,3ZCTVFBt2Brf31RLEnCkWJ
4882,4882,December 7,Roxanne,Arizona Zervas,4,December 28,18,696DnlkuDOXcMAnKlTgXXK
4883,4883,December 14,Heartless,The Weeknd,1,December 14,2,6bnF93Rx87YqUBLSgjiMU8
4884,4884,December 28,Futsal Shuffle 2020,Lil Uzi Vert,5,December 28,1,2Ec33AVlkTTq8BHFgBTdQs
4885,4885,November 16,Memories,Maroon 5,2,January 11,18,4cktbXiXOapiLBMprHFErI
4886,4886,December 21,Dance Monkey,Tones and I,4,February 29,11,2XU0oxnq2qxCpomAAuJY8K
4887,4887,January 11,The Box,Roddy Ricch,1,January 18,25,0nbXyq5TXYPCO7pr3N8S4I
4888,4888,January 18,Yummy,Justin Bieber,2,January 18,2,4L1GTpHuh9aM5nzBiNX2vr
4889,4889,January 25,Life Is Good,Future featuring Drake,2,January 25,17,5yY9lUy8nbvjM1Uyo1Uqoc
4890,4890,February 1,Godzilla,Eminem featuring Juice Wrld,3,February 1,1,7FIWs0pqAYbP91WWM0vlTQ
4891,4891,February 8,Don't Start Now,Dua Lipa,2,March 21,20,3PfIrDoz19wz7qK7tYeu62
4892,4892,February 29,Intentions,Justin Bieber featuring Quavo,5,June 20,19,6fdOCOHDSuZ4uJtx3j0SUe
4893,4893,February 29,Blinding Lights,The Weeknd,1,April 4,57,0VjIjW4GlUZAMYd2vXMi3b
4894,4894,March 7,On,BTS,4,March 7,1,5FVbvttjEvQ8r2BgUcJgNg
4895,4895,March 14,Stupid Love,Lady Gaga,5,March 14,1,67yRAx0suEt9tlrEE6is8d
4896,4896,March 21,Baby Pluto,Lil Uzi Vert,6,March 21,1,7hav1MHURQf5SAoPk0egqh
4897,4897,March 21,Lo Mein,8,March 21,1,[10],47YPTOOkDJrunY6jlOYURU
4898,4898,March 21,Silly Watch,9,March 21,1,[10],N
4899,4899,March 28,Adore You,Harry Styles,6,April 11,7,3jjujdWJ72nww5eGnfs2E7
4900,4900,April 4,Say So,Doja Cat1,1,May 16,16,3Dv1eDb0MEgF93GpLXlucZ
4901,4901,April 18,Toosie Slide,Drake,1,April 18,10,127QTOFJsJQp5LbJbu3A1y
4902,4902,May 2,Rockstar,DaBaby featuring Roddy Ricch,1,June 13,26,7ytR5pFWmSjzHJIeQkgog4
4903,4903,May 9,The Scotts,"The Scotts, Travis Scott and Kid Cudi",1,May 9,1,39Yp9wwQiSRIDOvrVg7mbk
4904,4904,May 9,Savage,Megan Thee Stallion featuring Beyoncé2,1,May 30,14,55CHeLEfn5iJ0IIkgaa4si
4905,4905,May 16,Pain 1993,Drake featuring Playboi Carti,7,May 16,1,6Kj17Afjo1OKJYpf5VzCeo
4906,4906,May 23,Stuck with U,Ariana Grande and Justin Bieber,1,May 23,1,4HBZA5flZLE435QTztThqH
4907,4907,May 23,Gooba,6ix9ine,3,May 23,1,1XdbvPWz4lhyRBMz9cBy8b
4908,4908,June 6,Rain on Me,Lady Gaga and Ariana Grande,1,June 6,4,7ju97lgwC2rKQ6wwsf9no9
4909,4909,June 13,Roses,Saint Jhn,4,July 4,13,0zLCBJZSiELJf02ucPP9wb
4910,4910,June 27,Trollz,6ix9ine and Nicki Minaj,1,June 27,1,3JwxpSpGaXmGqLwWN6D6eC
4911,4911,June 27,The Bigger Picture,Lil Baby,3,June 27,2,44gRhRi2OhEf7moAUj6MD1
4912,4912,July 4,Whats Poppin,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne3",2,July 11,13,1jaTQ3nqY3oAAYyCTbIvnM
4913,4913,July 4,Blueberry Faygo,Lil Mosey,8,July 18,4,22LAwLoDA5b4AaGSkg6bKW
4914,4914,July 11,Watermelon Sugar,Harry Styles,1,August 15,14,6UelLqGlWMcVH1E5c4H7lY
4915,4915,July 11,We Paid,Lil Baby and 42 Dugg,10,July 11,1,6gxKUmycQX7uyMwJcweFjp
4916,4916,July 18,For the Night,Pop Smoke featuring Lil Baby and DaBaby,6,July 18,3,0PvFJmanyNQMseIFrU708S
4917,4917,July 25,Come & Go,Juice Wrld and Marshmello,2,July 25,2,4P5KoWXOxwuobLmHXLMobV
4918,4918,July 25,Wishing Well,Juice Wrld,5,July 25,1,2U5WueTLIK5WJLD7mvDODv
4919,4919,July 25,Conversations,7,July 25,1,[30],1E20mwop1BQhvbfgd9mp8q
4920,4920,July 25,Life's a Mess,Juice Wrld and Halsey,9,July 25,1,5wWAwzGp2OaaoIkwcz6wZs
4921,4921,July 25,Hate the Other Side,Juice Wrld and Marshmello featuring Polo G and The Kid Laroi,10,July 25,1,0ada5XsQGLPUVbmTCkAP49
4922,4922,August 1,Popstar,DJ Khaled featuring Drake,3,August 1,2,6EDO9iiTtwNv6waLwa1UUq
4923,4923,August 1,Greece,8,August 1,1,[31],520Pbzu50frktF8A9vSeKn
4924,4924,August 8,Cardigan,Taylor Swift,1,August 8,2,4R2kfaDFhslZEMJqAFNpdd
4925,4925,August 8,The 1,4,August 8,1,[32],1hQFF33xi8ruavZNyovtUN
4926,4926,August 8,Exile,Taylor Swift featuring Bon Iver,6,August 8,1,4pvb0WLRcMtbPGmtejJJ6y
4927,4927,August 8,Savage Love (Laxed – Siren Beat),Jawsh 685 and Jason Derulo5,1,October 17,16,4TgxFMOn5yoESW6zCidCXL
4928,4928,August 15,My Future,Billie Eilish,6,August 15,1,2ygvZOXrIeVL4xZmAWJT2C
4929,4929,August 22,WAP,Cardi B featuring Megan Thee Stallion,1,August 22,13,4Oun2ylbjFKMPTiaSbbCih
4930,4930,August 22,Smile,Juice Wrld and The Weeknd,8,August 22,1,6wQlQrTY5mVS8EGaFZVwVF
4931,4931,August 22,Before You Go,Lewis Capaldi,9,September 26,4,2gMXnyrvIjhVBUZwvLZDMP
4932,4932,August 29,Laugh Now Cry Later,Drake featuring Lil Durk,2,August 29,19,2SAqBLGA283SUiwJ3xOUVI
4933,4933,August 29,7 Summers,Morgan Wallen,6,August 29,1,4obHzpwGrjoTuZh2DItEMZ
4934,4934,August 29,I Hope,Gabby Barrett featuring Charlie Puth4,3,November 21,14,23T0OX7QOiIUFShSzbJ5Uo
4935,4935,September 5,Dynamite,BTS,1,September 5,13,5QDLhrAOJJdNAmCTJ8xMyW
4936,4936,September 12,Mood,24kGoldn featuring Iann Dior,1,October 24,31,4jPy3l0RUwlUI9T5XHBW2m
4937,4937,October 3,Holy,Justin Bieber featuring Chance the Rapper,3,October 3,14,5u1n1kITHCxxp8twBcZxWy
4938,4938,October 10,Franchise,Travis Scott featuring Young Thug and M.I.A.,1,October 10,1,4jVBIpuOiMj1crqd8LoCrJ
4939,4939,October 17,Runnin,21 Savage and Metro Boomin,9,October 17,1,5SWnsxjhdcEDc7LJjq9UHk
4940,4940,October 17,Mr. Right Now,21 Savage and Metro Boomin featuring Drake,10,October 17,1,4Q34FP1AT7GEl9oLgNtiWj
4941,4941,October 24,Lemonade,Internet Money and Gunna featuring Don Toliver and Nav,6,November 21,7,7hxHWCCAIIxFLCzvDgnQHX
4942,4942,November 7,Positions,Ariana Grande,1,November 7,17,35mvY5S1H3J2QZyna3TFe0
4943,4943,November 7,Forever After All,Luke Combs,2,November 7,1,6IBcOGPsniK3Pso1wHIhew
4944,4944,November 14,Dakiti,Bad Bunny and Jhay Cortez,5,December 12,4,47EiUVwUp4C9fGccaPuUCS
4945,4945,November 28,Therefore I Am,Billie Eilish,2,November 28,1,54bFM56PmE4YLRnqpW6Tha
4946,4946,December 5,Life Goes On,BTS,1,December 5,1,5FVbvttjEvQ8r2BgUcJgNg
4947,4947,December 5,Monster,Shawn Mendes and Justin Bieber,8,December 5,1,2Z8yfpFX0ZMavHkcIeHiO1
4948,4948,December 26,Willow,Taylor Swift,1,December 26,1,0lx2cLdOt3piJbcaXIV74f
4949,4949,August 1,Go Crazy,Chris Brown and Young Thug,3,March 6,13,1IIKrJVP1C9N7iPtG6eOsK
4950,4950,November 14,34+35,Ariana Grande1,2,January 30,10,6Im9k8u9iIzKMrmV7BWtlF
4951,4951,January 9,Levitating,Dua Lipa featuring DaBaby3,2,May 22,41,5nujrmhLynf4yMoMtj8AQF
4952,4952,January 16,Anyone,Justin Bieber,6,January 16,1,2WnAKZefdRHxtBEkRjFOHC
4953,4953,January 16,Bang!,AJR,8,January 23,4,5FQPpxOXsvkMN6v18gtpwY
4954,4954,January 23,Drivers License,Olivia Rodrigo,1,January 23,16,5wANPM4fQCJwkGd4rN57mH
4955,4955,January 23,Wasted on You,Morgan Wallen,9,January 23,1,3cBsEDNhFI9E82vPj3kvi3
4956,4956,January 23,Good Days,SZA,9,February 6,3,3YJJjQPAbDT7mGpX3WtQ9A
4957,4957,February 13,Save Your Tears,The Weeknd and Ariana Grande2,1,May 8,27,5QO79kh1waicV47BqGRL3g
4958,4958,February 13,Whoopty,CJ,10,February 13,1,5vGLcdRuSbUhD8ScwsGSdA
4959,4959,February 20,Up,Cardi B,1,March 27,12,1M4OcYkxAtu3ErzSgDEfoi
4960,4960,February 20,What You Know Bout Love,Pop Smoke,9,March 13,4,1tkg4EHVoqnhR6iFEXb60y
4961,4961,February 27,Calling My Phone,Lil Tjay featuring 6lack,3,February 27,3,3J8EOeKLTLXORtWPpOU5bE
4962,4962,March 20,What's Next,Drake,1,March 20,3,3aQem4jVGdhtg116TmJnHz
